Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-16 14:00:00-04:00,190.18499755859375,190.18739318847656,190.0500030517578,190.0800018310547,190.0800018310547,0
2024-05-16 14:01:00-04:00,190.07000732421875,190.0800018310547,190.03500366210938,190.07000732421875,190.07000732421875,59038
2024-05-16 14:02:00-04:00,190.05999755859375,190.11000061035156,190.0102996826172,190.05999755859375,190.05999755859375,65776
2024-05-16 14:03:00-04:00,190.06069946289062,190.07000732421875,190.02000427246094,190.05999755859375,190.05999755859375,47594
2024-05-16 14:04:00-04:00,190.0500030517578,190.0850067138672,190.0,190.02310180664062,190.02310180664062,125704
2024-05-16 14:05:00-04:00,190.02499389648438,190.06500244140625,190.01370239257812,190.02499389648438,190.02499389648438,76501
2024-05-16 14:06:00-04:00,190.02000427246094,190.0500030517578,189.92999267578125,189.97500610351562,189.97500610351562,86171
2024-05-16 14:07:00-04:00,189.97000122070312,189.97000122070312,189.8699951171875,189.89999389648438,189.89999389648438,114729
2024-05-16 14:08:00-04:00,189.88999938964844,189.97500610351562,189.8800048828125,189.9499053955078,189.9499053955078,69152
2024-05-16 14:09:00-04:00,189.9477996826172,189.9477996826172,189.8699951171875,189.8800048828125,189.8800048828125,63254
2024-05-16 14:10:00-04:00,189.885498046875,189.88999938964844,189.79010009765625,189.8000030517578,189.8000030517578,60892
2024-05-16 14:11:00-04:00,189.7949981689453,189.8798065185547,189.75999450683594,189.8798065185547,189.8798065185547,83354
2024-05-16 14:12:00-04:00,189.875,189.9250030517578,189.85000610351562,189.9149932861328,189.9149932861328,46358
2024-05-16 14:13:00-04:00,189.91990661621094,189.9499969482422,189.9049072265625,189.93499755859375,189.93499755859375,50492
2024-05-16 14:14:00-04:00,189.9355010986328,189.9355010986328,189.80999755859375,189.82989501953125,189.82989501953125,59536
2024-05-16 14:15:00-04:00,189.80999755859375,189.85000610351562,189.7899932861328,189.80999755859375,189.80999755859375,77548
2024-05-16 14:16:00-04:00,189.81500244140625,189.81570434570312,189.75999450683594,189.79989624023438,189.79989624023438,53795
2024-05-16 14:17:00-04:00,189.8000030517578,189.89999389648438,189.8000030517578,189.8800048828125,189.8800048828125,63175
2024-05-16 14:18:00-04:00,189.88499450683594,189.9199981689453,189.875,189.89990234375,189.89990234375,69115
2024-05-16 14:19:00-04:00,189.89500427246094,189.97000122070312,189.89500427246094,189.9550018310547,189.9550018310547,83116
2024-05-16 14:20:00-04:00,189.9550018310547,189.97999572753906,189.91000366210938,189.968505859375,189.968505859375,67766
2024-05-16 14:21:00-04:00,189.9622039794922,190.00999450683594,189.94500732421875,190.0050048828125,190.0050048828125,69790
2024-05-16 14:22:00-04:00,190.0,190.02000427246094,189.98500061035156,190.0050048828125,190.0050048828125,59224
2024-05-16 14:23:00-04:00,190.0050048828125,190.07589721679688,190.0050048828125,190.07009887695312,190.07009887695312,47310
2024-05-16 14:24:00-04:00,190.0800018310547,190.0800018310547,189.98500061035156,189.99000549316406,189.99000549316406,48333
2024-05-16 14:25:00-04:00,190.0,190.0,189.9600067138672,189.9853973388672,189.9853973388672,44086
2024-05-16 14:26:00-04:00,189.97999572753906,189.98500061035156,189.9113006591797,189.9398956298828,189.9398956298828,53237
2024-05-16 14:27:00-04:00,189.93499755859375,189.94000244140625,189.8251953125,189.84820556640625,189.84820556640625,70875
2024-05-16 14:28:00-04:00,189.85000610351562,189.89999389648438,189.83999633789062,189.89500427246094,189.89500427246094,48810
2024-05-16 14:29:00-04:00,189.89500427246094,189.9499969482422,189.87890625,189.92739868164062,189.92739868164062,50765
2024-05-16 14:30:00-04:00,189.9199981689453,189.92999267578125,189.88999938964844,189.89500427246094,189.89500427246094,42804
2024-05-16 14:31:00-04:00,189.89999389648438,189.91000366210938,189.83999633789062,189.88499450683594,189.88499450683594,59951
2024-05-16 14:32:00-04:00,189.88999938964844,189.97000122070312,189.88999938964844,189.9550018310547,189.9550018310547,77798
2024-05-16 14:33:00-04:00,189.9600067138672,190.00999450683594,189.92999267578125,189.99000549316406,189.99000549316406,70098
2024-05-16 14:34:00-04:00,189.98500061035156,189.99969482421875,189.96139526367188,189.96499633789062,189.96499633789062,31158
2024-05-16 14:35:00-04:00,189.96499633789062,190.0,189.94500732421875,189.9783935546875,189.9783935546875,50852
2024-05-16 14:36:00-04:00,189.97999572753906,189.99000549316406,189.96499633789062,189.97999572753906,189.97999572753906,30862
2024-05-16 14:37:00-04:00,189.97349548339844,190.0,189.9250030517578,189.9949951171875,189.9949951171875,82771
2024-05-16 14:38:00-04:00,189.99000549316406,189.9949951171875,189.9550018310547,189.97999572753906,189.97999572753906,50180
2024-05-16 14:39:00-04:00,189.98500061035156,190.0399932861328,189.9600067138672,189.96499633789062,189.96499633789062,51592
2024-05-16 14:40:00-04:00,189.9600067138672,189.9949951171875,189.9550018310547,189.97999572753906,189.97999572753906,53103
2024-05-16 14:41:00-04:00,189.98500061035156,190.07000732421875,189.97019958496094,190.02999877929688,190.02999877929688,60116
2024-05-16 14:42:00-04:00,190.0399932861328,190.10000610351562,190.02999877929688,190.07000732421875,190.07000732421875,46336
2024-05-16 14:43:00-04:00,190.068603515625,190.0800018310547,190.02499389648438,190.02499389648438,190.02499389648438,48940
2024-05-16 14:44:00-04:00,190.02999877929688,190.05999755859375,189.98500061035156,190.0,190.0,69063
2024-05-16 14:45:00-04:00,190.0,190.02000427246094,189.97999572753906,189.98500061035156,189.98500061035156,39212
2024-05-16 14:46:00-04:00,189.97999572753906,190.0,189.91000366210938,189.92999267578125,189.92999267578125,56149
2024-05-16 14:47:00-04:00,189.92999267578125,189.9499969482422,189.89500427246094,189.94000244140625,189.94000244140625,58203
2024-05-16 14:48:00-04:00,189.9398956298828,189.97999572753906,189.9250030517578,189.97000122070312,189.97000122070312,42090
2024-05-16 14:49:00-04:00,189.97000122070312,189.97000122070312,189.92999267578125,189.94500732421875,189.94500732421875,53347
2024-05-16 14:50:00-04:00,189.94000244140625,189.97000122070312,189.9149932861328,189.92999267578125,189.92999267578125,50156
2024-05-16 14:51:00-04:00,189.92990112304688,189.92999267578125,189.8699951171875,189.89999389648438,189.89999389648438,41594
2024-05-16 14:52:00-04:00,189.91000366210938,189.91000366210938,189.8800048828125,189.91000366210938,189.91000366210938,43375
2024-05-16 14:53:00-04:00,189.91000366210938,189.9499969482422,189.89999389648438,189.92239379882812,189.92239379882812,35140
2024-05-16 14:54:00-04:00,189.9199981689453,189.9199981689453,189.89019775390625,189.9149932861328,189.9149932861328,51999
2024-05-16 14:55:00-04:00,189.9199981689453,189.9272003173828,189.8800048828125,189.91969299316406,189.91969299316406,60371
2024-05-16 14:56:00-04:00,189.9199981689453,189.9199981689453,189.8800048828125,189.88499450683594,189.88499450683594,73168
2024-05-16 14:57:00-04:00,189.8800048828125,189.91000366210938,189.85000610351562,189.88009643554688,189.88009643554688,57387
2024-05-16 14:58:00-04:00,189.88999938964844,189.94500732421875,189.88999938964844,189.92750549316406,189.92750549316406,58257
2024-05-16 14:59:00-04:00,189.92999267578125,189.9571990966797,189.9199981689453,189.94000244140625,189.94000244140625,53355
2024-05-16 15:00:00-04:00,189.94000244140625,189.94810485839844,189.89999389648438,189.9217987060547,189.9217987060547,67617
2024-05-16 15:01:00-04:00,189.9199981689453,189.97999572753906,189.88999938964844,189.9550018310547,189.9550018310547,80075
2024-05-16 15:02:00-04:00,189.9550018310547,189.97000122070312,189.9300994873047,189.94000244140625,189.94000244140625,60489
2024-05-16 15:03:00-04:00,189.92999267578125,189.9600067138672,189.91209411621094,189.9550018310547,189.9550018310547,38051
2024-05-16 15:04:00-04:00,189.9600067138672,189.97500610351562,189.94000244140625,189.968994140625,189.968994140625,56159
2024-05-16 15:05:00-04:00,189.96499633789062,189.99000549316406,189.90499877929688,189.91000366210938,189.91000366210938,67389
2024-05-16 15:06:00-04:00,189.9176025390625,189.94000244140625,189.86000061035156,189.87989807128906,189.87989807128906,58775
2024-05-16 15:07:00-04:00,189.875,189.9499969482422,189.875,189.92759704589844,189.92759704589844,81098
2024-05-16 15:08:00-04:00,189.91900634765625,189.92999267578125,189.89999389648438,189.92999267578125,189.92999267578125,53771
2024-05-16 15:09:00-04:00,189.9250030517578,189.97000122070312,189.91000366210938,189.95179748535156,189.95179748535156,60310
2024-05-16 15:10:00-04:00,189.9550018310547,189.9550018310547,189.90499877929688,189.94000244140625,189.94000244140625,58154
2024-05-16 15:11:00-04:00,189.92999267578125,189.9499969482422,189.90499877929688,189.90499877929688,189.90499877929688,49424
2024-05-16 15:12:00-04:00,189.90499877929688,189.94500732421875,189.89500427246094,189.90499877929688,189.90499877929688,72342
2024-05-16 15:13:00-04:00,189.9199981689453,189.94000244140625,189.89089965820312,189.89999389648438,189.89999389648438,92900
2024-05-16 15:14:00-04:00,189.89840698242188,189.92999267578125,189.8699951171875,189.89999389648438,189.89999389648438,78020
2024-05-16 15:15:00-04:00,189.90499877929688,189.9420928955078,189.9001007080078,189.9365997314453,189.9365997314453,76784
2024-05-16 15:16:00-04:00,189.93499755859375,189.94000244140625,189.88009643554688,189.90499877929688,189.90499877929688,65242
2024-05-16 15:17:00-04:00,189.91000366210938,189.9250030517578,189.88499450683594,189.91029357910156,189.91029357910156,116878
2024-05-16 15:18:00-04:00,189.9149932861328,189.9149932861328,189.8699951171875,189.875,189.875,80613
2024-05-16 15:19:00-04:00,189.875,189.92779541015625,189.85000610351562,189.91830444335938,189.91830444335938,71061
2024-05-16 15:20:00-04:00,189.91990661621094,189.92999267578125,189.91000366210938,189.9250030517578,189.9250030517578,35062
2024-05-16 15:21:00-04:00,189.92449951171875,189.97000122070312,189.9149932861328,189.9300994873047,189.9300994873047,133617
2024-05-16 15:22:00-04:00,189.93409729003906,189.98500061035156,189.93409729003906,189.97500610351562,189.97500610351562,66150
2024-05-16 15:23:00-04:00,189.97000122070312,190.02000427246094,189.9499969482422,189.9600067138672,189.9600067138672,88074
2024-05-16 15:24:00-04:00,189.9600067138672,189.97999572753906,189.875,189.89840698242188,189.89840698242188,76608
2024-05-16 15:25:00-04:00,189.89999389648438,189.92999267578125,189.88999938964844,189.91009521484375,189.91009521484375,79995
2024-05-16 15:26:00-04:00,189.91000366210938,189.92840576171875,189.86500549316406,189.90499877929688,189.90499877929688,84389
2024-05-16 15:27:00-04:00,189.89219665527344,189.9199981689453,189.84500122070312,189.8498992919922,189.8498992919922,82458
2024-05-16 15:28:00-04:00,189.85000610351562,189.86990356445312,189.84500122070312,189.86500549316406,189.86500549316406,63170
2024-05-16 15:29:00-04:00,189.86000061035156,189.88999938964844,189.85499572753906,189.88499450683594,189.88499450683594,58206
2024-05-16 15:30:00-04:00,189.88999938964844,189.90499877929688,189.8040008544922,189.84500122070312,189.84500122070312,150977
2024-05-16 15:31:00-04:00,189.83999633789062,189.86000061035156,189.76499938964844,189.78500366210938,189.78500366210938,90471
2024-05-16 15:32:00-04:00,189.7899932861328,189.7899932861328,189.6699981689453,189.78720092773438,189.78720092773438,133517
2024-05-16 15:33:00-04:00,189.78829956054688,189.8300018310547,189.77999877929688,189.8249969482422,189.8249969482422,70065
2024-05-16 15:34:00-04:00,189.82000732421875,189.82949829101562,189.75999450683594,189.81500244140625,189.81500244140625,80147
2024-05-16 15:35:00-04:00,189.81500244140625,189.8498992919922,189.77999877929688,189.8249969482422,189.8249969482422,85096
2024-05-16 15:36:00-04:00,189.82000732421875,189.8300018310547,189.7501983642578,189.7550048828125,189.7550048828125,93927
2024-05-16 15:37:00-04:00,189.7550048828125,189.79730224609375,189.7100067138672,189.76010131835938,189.76010131835938,88555
2024-05-16 15:38:00-04:00,189.75999450683594,189.76499938964844,189.72999572753906,189.72999572753906,189.72999572753906,67227
2024-05-16 15:39:00-04:00,189.73500061035156,189.77499389648438,189.66009521484375,189.76499938964844,189.76499938964844,147163
